text,Author_num
"['is', 'mischief', 'in', 'it;\nand', 'where', 'there’s', 'mischief', 'in,', 'it', 'must', 'be', 'taken', 'out,”', 'said', 'Bonaparte,\ngrinning', 'into', 'the', 'boy’s', 'face.', 'Then,', 'feeling', 'that', 'he', 'had', 'fallen']",0
"['from', 'her', 'also.\n\nIn', 'truth,', 'is', 'it', 'not', 'life’s', 'way?', 'We', 'fight', 'our', 'little', 'battles', 'alone;', 'you\nyours,', 'I', 'mine.', 'We', 'must', 'not', 'help', 'or', 'find', 'help.\n\nWhen']",0
"['be', 'overtaken', 'by', 'evening.', 'When', 'crossing', 'the', 'railroad', 'a\nfew', 'days', 'before,', 'it', 'was', 'learned', 'that', 'Grinnell', 'was', 'the', 'railroad', 'depot', ""for\nsettlers'"", 'supplies,', 'and', 'the', 'boys']",1
"['his\nardent', 'desire', 'to', 'learn', 'many', 'of', 'the', 'fine', 'arts,', 'soon', 'brought', 'him', 'into\nrespectable', 'notice.\n\nOne', 'mild', 'winter', 'day,', 'as', 'he', 'walked', 'along', 'the', 'streets', 'toward', 'the']",3
"['all', 'which', 'this', 'implies', 'of\ndirt', 'floor,', 'never-made', 'beds,', 'tin', 'plates', 'and', 'cups,', 'bacon', 'and', 'beans', 'and\nblack', 'coffee,', 'and', 'nothing', 'of', 'ornament', 'but', 'war', 'pictures', 'from']",3
"['added', 'seriously', 'and', 'most\nuncomfortably', 'to', 'the', 'family', 'expenses--in', 'tallow', 'candles.', 'For', 'a', 'while\nAleck', 'was', 'worried.', 'Then,', 'after', 'a', 'little,', 'she', 'ceased', 'to', 'worry,', 'for\nthe', 'occasion']",3
"['a', 'minute', 'and', 'a', 'half', 'to', 'tell', 'that', 'in', 'its', 'comic-story', 'form;\nand', ""isn't"", 'worth', 'the', 'telling,', 'after', 'all.', 'Put', 'into', 'the', 'humorous-story\nform', 'it', 'takes', 'ten']",3
"['was', 'made', 'comfortable,', 'and', 'on', 'Joel', 'riding', 'in,', 'Straw', 'had\nskirmished', 'some', 'corn,', 'and', 'was', 'feeding', 'his', 'mules.\n\n""As', 'one', 'of', 'the', 'founders', 'of', 'this', 'hospital,""', 'said']",1
"['place.', 'On\nthe', 'pavement', 'we', 'smite', 'our', 'foot,', 'and', 'swear', 'in', 'our', 'child’s', 'soul', 'never\nagain', 'to', 'enter', 'those', 'places', 'where', 'men', 'come', 'to', 'sing', 'and', 'pray.']",0
"['clearing', 'of', 'a', 'throat.', 'The', 'aunts\nglanced', 'up,', 'and', 'withered', 'in', 'their', 'clothes--there', 'stood', 'the', 'doctor,', 'his\nface', 'a', 'thunder-cloud.', 'Mother', 'and', 'child', 'knew', 'nothing', 'of', 'his']",3
"['hurt', 'him?\n\nIn', 'the', 'evening,', 'when', 'the', 'clouds', 'lift', 'themselves', 'like', 'gates,', 'and', 'the', 'red\nlights', 'shine', 'through', 'them,', 'we', 'cry;', 'for', 'in', 'such', 'glory', 'He', 'will']",0
"['the', 'Italian', 'hospital.', 'With', 'a', 'banquet,', 'I', 'suppose.', 'An', 'English\nbanquet', 'has', 'that', 'effect.', 'Further:\n\n_Il', 'ritorno', 'dei', 'sovrani_\n\na', 'Roma\n\nROMA,', '24,', 'ore', '22,50.--_I', 'Sovrani', 'e', 'le', 'Principessine']",3
"['America.', 'A', 'splendid', 'idea!\n\nAleck', 'was', 'almost', 'too', 'proud', 'of', 'Sally', 'for', 'words--she', 'said', '_she', '_never\nwould', 'have', 'thought', 'of', 'it.', 'But', 'Sally,', 'although', 'he', 'was', 'bursting']",3
"['with', 'frozen', 'effrontery\nputs', 'the', 'latter', 'in', 'this', 'falsely', 'tamed', 'form:', '“We', '_sidled', '_toward', 'the\nPiraeus.”', '“Sidled,”', 'indeed!', 'He', 'does', 'not', 'hesitate', 'to', 'intimate', 'that', 'at\nEphesus,', 'when']",3
"['people', 'themselves.', 'The', 'despoilers', 'of', 'the', 'remotest\nkingdoms', 'of', 'the', 'earth', 'refer', 'their', 'differences', 'to', 'this', 'class', 'of', 'persons.\nThis', 'the', 'illiterate', 'and', 'inexperienced', 'little', 'dream', 'of;']",3
"['fifty\ncents', 'a', 'bunch.\n\nPause.\n\n_Must', '_you', 'go?', 'Well,', '_good_-by.\n\nPause.\n\nYes,', 'I', 'think', 'so.', '_good_-by.\n\nPause.\n\nFour', ""o'clock,"", ""then--I'll"", 'be', 'ready.', '_good_-by.\n\nPause.\n\nThank', 'you', 'ever', 'so', 'much.', '_good_-by.\n\nPause.\n\nOh,', 'not', 'at', 'all!--just', 'as']",3
"['out:', '“How', 'can', 'I\nhelp', 'it,', 'when', 'I', 'AM', 'so', 'afraid?”\n\n\n\n\nXXXV\n\n\nThe', 'next', 'morning', 'the', 'dread', 'was', 'still', 'there,', 'and', 'she', 'understood', 'that', 'she\nmust', 'snatch', 'herself', 'out']",2
"['some', 'different\nways', 'of', 'living,', 'which', 'is', 'more', 'than', 'any', 'books', 'can', 'show', 'one.', 'On', 'the', 'whole,\nI', 'am', 'not', 'dissatisfied', 'with', 'my', 'four', 'years.', 'I', 'have']",0
"['she', 'raised', 'and', 'let', 'fall', 'the', 'stick\nin', 'her', 'hands,', 'murmuring', 'to', 'herself', 'a', 'sleepy', 'chant', 'such', 'as', 'her', 'people\nlove;', 'it', 'sounded', 'like', 'the', 'humming', 'of']",0
"['her', 'little', 'finger', 'has', 'more', 'goodness\nin', 'it', 'than', 'my', 'whole', 'body.', 'I', 'hope', 'you', 'may', 'not', 'live', 'to', 'find', 'out', 'the', 'truth\nof', 'that', 'fact.”\n\n“You', 'are']",0
"['of', 'expression', 'she', 'had\nbecome.\n\nTheir', 'evening', 'together', 'had', 'been', 'a', 'long', 'confirmation', 'of', 'this', 'feeling.', 'She\nhad', 'talked', 'to', 'him,', 'shyly', 'yet', 'frankly,', 'of', 'what', 'had', 'happened']",2
"['Hackberry', 'Grove,', 'and', 'that', 'will', 'free', 'the', 'new\ntanks--water', 'enough', 'for', 'twenty', 'trail', 'herds.', 'We', 'have', 'the', 'horses,', 'and\nthese', 'trail', 'outfits', 'will', 'lend', 'us', 'any', 'help']",1
"['he', 'had', 'come', 'to', 'not', 'deserving\nit.', 'Suddenly', 'she', 'began', 'to', 'speak.\n\n“You', 'think,', 'then,', 'I’ve', 'no', 'right', 'to', 'marry', 'him?”\n\n“No', 'right?', 'God', 'forbid!', 'I', 'only', 'meant----”\n\n“That']",2
"['if', 'Cain\nhad', 'stayed', 'a', 'bear', 'it', 'would', 'have', 'improved', 'him.', 'After', 'all', 'these', 'years,', 'I\nsee', 'that', 'I', 'was', 'mistaken', 'about', 'Eve', 'in', 'the', 'beginning;', 'it']",3
"['their', 'cattle', 'were', 'started', 'so', 'as', 'to', 'reach', 'the', 'tanks', 'by', 'day', 'or\nthe', 'ranch', 'at', 'evening.', 'The', 'month', 'rounded', 'out', 'with', 'the', 'arrival', 'of', 'eighteen\nherds,']",1
"['if', 'it', 'comes', 'to', 'a', 'pinch.', ""I'll\nget"", 'a', 'fence-stay.""\n\nEver', 'since', 'the', 'killing', 'of', 'the', 'beef,', 'Dell', 'had', 'diligently', 'practiced', 'with', 'a\nrope.', 'It', 'responded', 'to', 'the']",1
"['and', 'the', 'ground', 'frozen,\ntill', 'it', 'rings', 'to', 'the', 'step', 'like', 'iron,', 'and', 'the', 'water', 'is', 'solid,', 'and', 'the', 'air\nis', 'sharp', 'as', 'a', 'two-edged', 'knife', 'that']",0
"['emperor.', 'When', 'he', 'said', 'a', 'thing', 'to', 'himself', 'he', 'never', 'forgot', 'it.', 'He\nwaited,', 'and', 'waited', 'and', 'waited,', 'and', 'it', 'came', 'at', 'last.”\n\n“He', 'must', 'have', 'been']",0
"['and', 'there,', 'as', 'they', 'talked,', 'some', 'phrase', 'or', 'gesture\nor', 'intonation', 'of', 'the', 'girl’s', 'had', 'lit', 'up', 'a', 'little', 'spot', 'in', 'the', 'night.\n\nShe', 'had', 'said:', '“I']",2
"['I', 'ses.\n\n""\'Joke!\'', 'ses', 'Miss', 'Lamb.', '', ""'Open"", 'that', 'door', 'at', 'once.', '', 'If', 'you', ""don't"", 'open', ""it\nI'll"", 'call', 'for', 'the', 'police.\'\n\n""She', 'looked', 'at', 'the', 'windows,']",4
"['paper', 'in', 'the', 'old', 'parlour?', 'A', 'burning', 'pain', 'was', 'at', 'Gregory’s', 'heart.\nIf', 'now,', 'now', 'at', 'the', 'last,', 'one', 'should', 'come,', 'should', 'step', 'in', 'between!', 'He\ncarried']",0
"['an', 'age', 'that', 'already\nshe', 'felt', 'herself', 'his', 'senior.', 'As', 'yet', 'the', 'difference', 'was', 'not', 'visible;\noutwardly', 'at', 'least', 'they', 'were', 'matched;', 'but', 'ill-health', 'or', 'unhappiness\nwould', 'soon']",2
"['they', 'would', 'not', 'hear', 'him.\n\n“‘Truth!', 'who', 'is', 'she?', 'Can', 'you', 'eat', 'her?', 'can', 'you', 'drink', 'her?', 'Who', 'has', 'ever\nseen', 'her?', 'Your', 'birds', 'were', 'real:', 'all']",0
"['deformed,', 'or', 'that', 'I', 'should', 'continue', 'to', 'prize\nyou', 'whatever', 'your', 'treatment', 'of', 'me', 'might', 'be,', 'or', 'to', 'love', 'you', 'though\nyou', 'were', 'a', 'spirit', 'without', 'any']",0
"['unqualified', 'assurance,', 'admit', 'the\nnew-comer', 'to', 'full', 'equality', 'with', 'the', 'other', 'gods', 'of', 'her', 'Olympus.\n\n“And', 'is', 'Sophy', 'awfully', 'happy', 'about', 'it', 'too?”', 'she', 'had', 'asked,', 'loosening']",2
"['hourly', 'observation,', 'affording', 'its', 'lesson', 'to', 'the\nbrothers,', 'and', 'readily', 'explained', 'by', 'the', 'older', 'and', 'more', 'practical', 'men.', 'For\ninstance,', 'a', 'north', 'or', 'the', 'dreaded', 'east', 'wind']",1
"['cold.', 'She', 'put', 'the', 'pillow\non', 'her', 'breast,', 'and', 'stood', 'the', 'glass', 'against', 'it.', 'Then', 'the', 'white', 'face', 'on\nthe', 'pillow', 'looked', 'into', 'the', 'white', 'face', 'in']",0
"['the', 'book,', 'swing', 'it', 'round\nour', 'head,', 'and', 'fling', 'it', 'with', 'all', 'our', 'might', 'to', 'the', 'further', 'end', 'of', 'the\nroom.', 'We', 'put', 'down', 'our', 'head', 'again']",0
"['dips,', 'and', 'rolls', 'away.""\n\nIt', 'was', 'the', 'basis', 'of', 'a', 'range', 'which', 'interested', 'the', 'senior', 'member.', '""The\ngrasses,', 'the', 'grasses?""', 'he', 'repeated.', '""What', 'are', 'your', 'native', 'grasses?""\n\n""Oh,']",1
"['do', 'what', 'you', 'like', 'with', 'her.', 'And', 'I--”', 'said\nBonaparte.\n\nHere', 'he', 'drew', 'the', 'horse', 'up', 'suddenly', 'and', 'looked.', 'He', 'was', 'now', 'close', 'to', 'the\nhouse,', 'and', 'leaning']",0
"['things', 'were', 'going', 'on,', 'Edward', 'Mills', 'had', 'been', 'quietly\nmaking', 'head', 'against', 'adversity.', 'He', 'was', 'still', 'poor,', 'but', 'was', 'in', 'receipt', 'of\na', 'steady', 'and', 'sufficient', 'salary,']",3
"['', '', '', '', 'Chapter', '2.II.', '', 'Waldo’s', 'Stranger.\n\n', '', '', '', '', 'Chapter', '2.III.', '', 'Gregory', 'Rose', 'Finds', 'His', 'Affinity.\n\n', '', '', '', '']",0
"['day,', 'and', 'say', 'her\nmother', 'sent', 'it,', 'and', 'all', 'her', ""mother's"", 'broken', 'heart', 'is', 'in', 'it.”\n\nWithin', 'the', 'hour,', 'Hester,', 'raining', 'tears', 'upon', 'the', 'dead', 'face,', 'performed']",3
"['went', 'there,', 'and', 'there', 'was', 'a', 'pinch', 'of', 'delicate', 'pink', 'dust', 'in', 'the', 'hole.', 'I\nput', 'my', 'finger', 'in,', 'to', 'feel', 'it,', 'and', 'said', '_ouch_!', 'and']",3
"['a', 'listening', 'pause:\n\n“How', 'lovely!', 'It', 'is', 'her', 'organ.', 'Is', 'she', 'playing', 'it', 'herself,', 'do', 'you', 'think?”\n', 'Faint', 'and', 'rich', 'and', 'inspiring', 'the', 'chords', 'floating', 'to']",3
"['to', 'discover', 'suddenly\nthat', 'the', 'blurred', 'tapestry', 'of', 'Mrs.', 'Murrett’s', 'background', 'had', 'all', 'the', 'while\nbeen', 'alive', 'and', 'full', 'of', 'eyes.', 'Now,', 'with', 'a', 'pair', 'of', 'them']",2
"['Here', 'was', 'one', 'who', 'liked', 'the', 'thing', 'that', 'had\nbeen', 'created', 'in', 'him.', 'He', 'forgot', 'everything.', 'He', 'showed', 'how', 'the', 'shears\nwould', 'work', 'with', 'a', 'little', 'guidance,']",0
"['caught', 'a', 'murmur', 'from', 'Sophy', 'Viner,', 'but', 'disregarded', 'it.', 'An\nilluminating', 'impulse', 'urged', 'her', 'on.', 'She,', 'habitually', 'so', 'aware', 'of', 'her\nown', 'lack', 'of', 'penetration,', 'her', 'small']",2
"['their', 'indorsement', 'to\nthe', 'venture', 'of', 'the', 'brothers,', 'the', 'mettle', 'of', 'the', 'pasture', 'had', 'been', 'tested\nin', 'the', 'markets,', 'and', 'the', 'future,', 'with', 'reasonable', 'vigilance,', 'rested', 'on\nsure']",1
"['and', 'Dell', 'sought', 'the', 'shelter', 'of', 'the', 'awning.', '""Well,""', 'said', 'the\nlatter,', '""that', ""trip's"", 'a', 'wild-goose', 'chase.', 'How', 'he', 'expects', 'to', 'buy', 'cattle\nwithout', 'money', 'gets', 'me.""\n\n""It']",1
"['her...\n\nShe', 'could', 'not,', 'as', 'yet,', 'bear', 'to', 'think', 'deliberately', 'of', 'Darrow;', 'but', 'she\nkept', 'on', 'repeating', 'to', 'herself', '“By', 'and', 'bye', 'that', 'will', 'come', 'too.”', 'Even']",2
"['looked', 'with', 'great\npride', 'at', 'the', 'coat', 'as', 'he', 'unfolded', 'it', 'and', 'held', 'it', 'up.\n\n“It’s', 'not', 'the', 'latest', 'fashion,', 'perhaps,', 'not', 'a', 'West', 'End', 'cut,', 'not']",0
"['it;\nthere', ""wasn't"", 'enough', 'suet', 'to', 'leave', 'a', 'good', 'taste', 'in', 'each', ""one's"", 'mouth.', 'From\nthe', 'looks', 'of', 'the', 'ground,', 'there', 'might', 'have', 'been', 'fifty', 'wolves.""\n\nThe', 'boy']",1
"['to', 'realize', 'the', 'weakness', 'of', 'his', 'excuse.', '""Besides,', ""it's"", 'too', 'easy\non', 'the', 'trigger.""\n\n""No', 'rifle', 'shoots', 'true', 'during', 'buck', 'ague', 'season,""', 'answered', 'Sargent,', 'not\ndaring', 'to', 'raise']",1
"['drew', 'the', 'sails', 'down', 'before', 'and\nbehind,', 'and', 'the', 'wagon', 'rolled', 'away', 'slowly.', 'The', 'landlady', 'and', 'the', 'niggers\nstood', 'to', 'watch', 'it', 'from', 'the', 'stoep.\n\nVery', 'silently', 'the']",0
"['most', 'uncomfortable.', 'This', 'made', 'her', 'sorry', 'for', 'the', 'creatures', 'which\nlive', 'in', 'there,', 'which', 'she', 'calls', 'fish,', 'for', 'she', 'continues', 'to', 'fasten', 'names\non', 'to', 'things', 'that']",3
"['on', 'her', 'slim', 'neck', 'and', 'she', 'sped', 'her', 'little', 'shafts', 'of\nirony,', 'or', 'flew', 'her', 'little', 'kites', 'of', 'erudition,', 'while', 'hot', 'and', 'cold', 'waves\nswept', 'over', 'her,']",2
"['never', 'happens;', 'it', 'is\ncircumvented', 'by', 'the', 'art', 'of', 'the', 'author', 'every', 'time.\n\nAnother', 'elopement', 'was', 'attempted.', 'It', 'failed.\n\nWe', 'have', 'now', 'arrived', 'at', 'the', 'end.', 'But', 'it']",3
"['could', 'be', 'so', 'disturbing\nto', 'him', 'in', 'this', 'not', 'improbable', 'contingency?', 'At', 'any', 'rate,', 'his', 'doubt\nmust', 'have', 'been', 'dispelled:', 'there', 'was', 'nothing', 'feigned', 'about', 'Darrow’s\nastonishment.', 'When']",2
"['heard', 'that', 'there', 'was', 'a', 'letter,', 'he', 'asked', 'to', 'have', 'it', 'read,', 'and\nthe', 'loving', 'messages', 'in', 'it', 'for', 'him', 'broke', 'the', 'old', 'fellow', 'all', 'up;']",3
"['for', 'the', 'German’s\nreturn.', 'Lyndall', 'shaded', 'her', 'eyes', 'with', 'her', 'hand', 'from', 'the', 'sunset', 'light.\n\n“There', 'he', 'comes,”', 'she', 'said,', '“whistling', '‘Ach', 'Jerusalem', 'du', 'schone’', 'so', 'loud\nI']",0
"['than', 'the', 'natural\ndesire', 'to', 'spend', 'the', 'weeks', 'before', 'her', 'marriage', 'under', 'her', 'old', 'friends’\nroof.', 'Since', 'she', 'had', 'made', 'no', 'response', 'to', 'the', 'allusion', 'to', 'Madame']",2
"['he\nwondered', 'what', 'manner', 'of', 'girl', 'the', 'heroine', 'of', 'the', 'coming', 'conflict', 'might\nbe.', 'He', 'had', 'guessed', 'that', 'Owen’s', 'rebellion', 'symbolized', 'for', 'his', 'step-mother\nher', 'own', 'long', 'struggle']",2
"['you,”', 'he', 'continued.\n\nBut', 'she', 'was', 'growing', 'calmer.', '“No,', 'you', 'must', 'go', 'to', 'bed.', 'I', 'only', 'awoke', 'with', 'a\nstart;', 'you', 'must', 'be', 'tired.', 'I', 'am', 'childish,']",0
"['that', 'lip', 'I', 'have', 'kissed', 'a', 'thousand\ntimes', 'to', 'equivocate?', 'My', 'daughter,', 'let', 'these', 'tears', 'sink', 'deep', 'into', 'thy\nsoul,', 'and', 'no', 'longer', 'persist', 'in', 'that', 'which']",3
"['and', 'yet', 'she\nturned', 'them', 'all', 'over', 'as', 'though', 'she', 'saw', 'them', 'for', 'the', 'first', 'time,', 'packed\nthem', 'all', 'out,', 'and', 'packed', 'them', 'all', 'in,', 'without', 'one']",0
"['I', 'think', 'it', 'is', 'a', 'man.', 'I', 'had', 'never', 'seen', 'a', 'man,', 'but', 'it', 'looked\nlike', 'one,', 'and', 'I', 'feel', 'sure', 'that', 'that', 'is', 'what', 'it']",3
"['let', 'go', 'again.\n\nWhen', 'the', 'last', 'Termination', 'had', 'disappeared,', 'the', 'commander', 'said', 'the\ninstruction', 'drill', 'would', 'now', 'begin,', 'and', 'asked', 'for', 'suggestions.', 'I', 'said:\n\n“They', 'say', '_I', 'have,']",3
"['choir', 'turn', 'softly', 'the', 'leaves', 'of', 'their', 'tune-books,', 'to', 'be', 'ready\nwhen', 'the', 'praying', 'is', 'done.', 'It', 'is', 'as', 'though', 'they', 'thought', 'more', 'of', 'the\nsinging', 'than']",0
"['Englishman’s', 'ugliness!”', 'she\ncried,', 'and', 'with', 'one', 'hand', 'she', 'forced', 'the', 'child', 'down,', 'and', 'held', 'her', 'head\ntightly', 'against', 'her', 'knee;', 'with', 'the', 'other', 'she', 'beat', 'her']",0
"['and', 'tomorrow,', 'and', 'tomorrow', 'the', 'hunter', 'walked', 'alone.\nHe', 'sought', 'in', 'the', 'forest', 'and', 'in', 'the', 'woods,', 'by', 'the', 'lakes', 'and', 'among', 'the\nrushes,', 'but', 'he', 'could']",0
"['own', 'small', 'destiny.', 'It', 'was', 'not', 'literature', 'to', 'her,', 'it', 'was', 'fact:', 'as\nactual,', 'as', 'near', 'by,', 'as', 'what', 'was', 'happening', 'to', 'her', 'at', 'the', 'moment']",2
"['is', 'as', 'a', 'death', 'blow', 'to', 'them.\n\n“Nevertheless', 'they', 'crept', 'out', 'again', 'and', 'looked', 'at', 'him.\n\n“‘Do', 'you', 'know', 'that', 'your', 'hair', 'is', 'white?’', 'they', 'said,', '‘that']",0
"['investment', 'is', 'trying', 'to', 'withdraw', 'from', 'cattle,', 'they', 'become\na', 'drag', 'on', 'the', 'market.', 'The', 'Simple', 'Simons', ""ain't"", 'all', 'dead', 'yet.', 'Joel', 'will\nbuy', 'cattle.""\n\n""He', 'may,', 'but']",1
"['through', 'it\ncame', 'in', 'spotted,', 'hard-winged', 'insects,', 'to', 'play', 'round', 'the', 'lamp,', 'till,', 'one\nby', 'one,', 'they', 'stuck', 'to', 'its', 'glass,', 'and', 'fell', 'to', 'the', 'foot', 'dead.\n\nTen']",0
"['laugh,', 'so', 'seldom', 'heard,', 'rang', 'out', 'across', 'the\nbushes.', 'She', 'bit', 'her', 'little', 'teeth', 'together.\n\n“I', 'was', 'coming', 'up', 'in', 'Cobb', '&', 'Co.’s', 'the', 'other', 'day.', 'At']",0
"['experience,', 'if', 'I', 'let', 'you\nfail,', 'when', 'you', 'might', 'have', 'won,', 'then', 'I', 'have', 'done', 'you', 'an', 'injury.""\n\nThat', 'was', 'the', 'platform', 'on', 'which', 'men', 'and', 'boys']",1
"['are', 'gone,', 'and', 'overhead', 'a', 'deep\nblue', 'sky', 'is', 'showing;', 'far', 'off', 'a', 'great', 'rainbow', 'rests', 'on', 'the', 'white', 'earth.\nWe,', 'standing', 'in', 'a', 'window', 'to', 'look,']",0
"['medico', 'di', 'guardia', 'gli', 'riscontro', 'la', 'frattura', 'della', 'gamba', 'destra\ne', 'alcune', 'lievi', 'escoriazioni', 'giudicandolo', 'guaribile', 'in', '50', 'giorni', 'salvo\ncomplicazioni.\n\nWhat', 'it', 'seems', 'to', 'say', 'is', 'this:']",3
"['in', 'its\npathway.', 'Fortunately', 'its', 'harbingers', 'threw', 'its', 'menace', 'far', 'in', 'advance,\naffording', 'the', 'brothers', 'ample', 'time', 'to', 'reach', 'the', 'corral,', 'which', 'they', 'did', 'at\na', 'late', 'evening']",1
"['miles', 'to', 'the', 'head', 'of', 'this', 'creek.""\n\n""We', 'might', 'as', 'well', 'lay', 'big', 'plans', 'as', 'little', 'ones.', ""Here's"", 'where', 'we', 'make', 'a\nspoon', 'or', 'spoil', 'a', 'horn.']",1
"['the', 'trail', 'foreman', 'pottered', 'around', 'as', 'if\ntime', 'was', 'worthless,', 'but', 'finally', 'mounted.', '""Now', 'the', 'commissary', 'is\nprovisioned,""', 'said', 'he,', 'in', 'summing', 'up', 'the', 'situation,', '""to', 'stand']",1
"['love.\n\nThey', 'reached', 'the', 'court', 'and', 'walked', 'under', 'the', 'limes', 'toward', 'the', 'house.', 'The\nhall', 'door', 'stood', 'wide,', 'and', 'through', 'the', 'windows', 'opening', 'on', 'the', 'terrace', 'the\nsun']",2
"['Forrest,', 'as', 'he', 'halted', 'in', 'the', 'doorway.\n\n""Get', 'to', 'bed,""', 'urged', 'the', 'old', 'drover.', '""I\'ll', 'want', 'you', 'in', 'the', 'morning.', ""We'll\nclose"", 'a', 'trade,', 'the', 'first', 'thing,']",1
"['judge', 'a', 'book', 'upon!', 'As', 'first', 'you', 'said', 'you', 'knew', 'him,\nand', 'now', 'you', ""don't"", 'know', 'whether', 'you', 'did', 'or', 'not.\n\nC.', 'Oh', 'yes,', 'I', 'know', 'him;']",3
"['whispers;', 'then', 'they\nwould', 'wish', 'good', 'night', 'softly,', 'and', 'walk', 'home', 'hushed', 'and', 'quiet.\n\nTonight,', 'when', 'Lyndall', 'looked', 'in,', 'Waldo', 'sat', 'before', 'the', 'fire', 'watching', 'a\npot', 'which']",0
"['for', 'some', 'tea.', 'They\ntalked', 'of', 'wool,', 'and', 'the', 'cattle,', 'and', 'the', 'sheep,', 'and', 'Em', 'gave', 'him', 'the', 'pile\nof', 'letters', 'that', 'had', 'come', 'for', 'him', 'during']",0
"['general', 'round-up', 'of', 'the\nrange.', ""We'll"", 'drift', 'cattle', 'until', 'dark,', 'so', 'that', ""it'll"", 'be', 'late', 'when', 'we\nreach', 'camp.""\n\nThe', 'outfit', 'of', 'horsemen', 'followed', 'the', 'old', 'trail,', 'and']",1
"['the\nbank,', 'and', 'kneel', 'looking', 'at', 'it.', 'Above', 'are', 'the', 'organs', 'divided', 'by', 'delicate\ntissues;', 'below', 'are', 'the', 'intestines', 'artistically', 'curved', 'in', 'a', 'spiral', 'form,\nand', 'each', 'tier']",0
"['sat', 'with', 'her\non', 'the', 'floor', 'threading', 'beads,', '“how', 'is', 'it', 'your', 'beads', 'never', 'fall', 'off', 'your\nneedle?”\n\n“I', 'try,”', 'said', 'the', 'little', 'one', 'gravely,', 'moistening', 'her', 'tiny']",0
"['this', 'diminutive', 'letter', 'should', 'cause', 'me', 'to', 'have', 'such', 'depressed\nfeelings;', 'but', 'there', 'is', 'a', 'nobler', 'theme', 'than', 'this.', 'I', 'know', 'not', 'why', 'my\n_military', 'title_', 'is']",3
"['Brance?”\n\nShe', 'exclaimed', 'in', 'wonder:', '“You', 'WERE', 'absorbed--not', 'to', 'remember', 'Jimmy\nBrance!', 'He', 'must', 'have', 'been', 'right', 'about', 'you,', 'after', 'all.”', 'She', 'let', 'her\namused', 'scrutiny', 'dwell', 'on']",2
"['for”', 'to', 'the', 'purple', 'satin', 'sitting-room.\n\nAt', 'luncheon,', 'Owen’s', 'radiant', 'countenance', 'proclaimed', 'the', 'happy', 'sequel,', 'and\nDarrow,', 'when', 'the', 'party', 'had', 'moved', 'back', 'to', 'the', 'oak-room', 'for']",2
"['a', 'grief', 'and\nan', 'inconvenience', 'to', 'persons', 'who', 'want', 'other', ""people's"", 'things', 'at', 'night.', 'In\nmy', 'judgment', 'they', 'have', 'taken', 'this', 'dog', 'for', 'a', 'marimana,', 'and', 'have']",3
"[""I'll\nkeep"", 'an', 'eye', 'open', 'in', 'your', 'interest', 'on', 'any', 'cattle', 'for', 'sale.""\n\nThe', 'old', ""drover's"", 'words', 'bewildered', 'Joel.', 'The', 'ways', 'and', 'means', 'were', 'not\nentirely', 'clear,', 'but']",1
"['the', 'house', 'of', 'the\nLord?’', 'I', 'thought', 'he', 'was', 'trying', 'to', 'do', 'good,', 'so', 'I', 'felt', 'sorry', 'for', 'him,', 'and\nI', 'told', 'him', 'I', 'never', 'went', 'to']",0
"['had', 'known', 'in', 'her', 'youth,', 'the', 'girls', 'who', 'seemed', 'possessed', 'of', 'a', 'secret\nshe', 'had', 'missed.', 'Yes,', 'Sophy', 'Viner', 'had', 'their', 'look--almost', 'the', 'obscurely\nmenacing', 'look', 'of']",2
"['on', 'the', 'bed', 'a', 'blue', 'handkerchief,\nand', 'on', 'it', 'put', 'one', 'by', 'one', 'the', 'things', 'he', 'thought', 'most', 'necessary', 'and\nimportant--a', 'little', 'bag', 'of', 'curious', 'seeds,', 'which']",0
"['against', 'her', 'brain.', 'It\nwas', 'as', 'though', 'every', 'starved', 'sensibility', 'were', 'throwing', 'out', 'feelers', 'to', 'the\nmounting', 'tide;', 'as', 'though', 'everything', 'she', 'was', 'seeing,', 'hearing,', 'imagining,\nrushed', 'in']",2
"['previous', 'night', 'had', 'cleared', 'the', 'air,', 'and', 'Paris', 'shone', 'in\nmorning', 'beauty', 'under', 'a', 'sky', 'that', 'was', 'all', 'broad', 'wet', 'washes', 'of', 'white', 'and\nblue;', 'but', 'Darrow']",2
"['“mine', 'is', 'a', 'cause', 'of\nrenown;', 'here', 'are', 'my', 'warriors;', 'fear', 'and', 'tremble,', 'for', 'this', 'night,', 'though\nhell', 'itself', 'should', 'oppose,', 'I', 'will', 'endeavor', 'to', 'avenge', 'her']",3
"['way,”', 'said', 'Tant', 'Sannie', 'sorrowfully,', 'thinking', 'of', 'the', 'splendid\nchance', 'which', 'this', 'generation', 'had', 'lost.\n\nArrived', 'at', 'the', 'soap-pot', 'she', 'looked', 'over', 'into', 'it', 'thoughtfully.\n\n“Depend', 'upon', 'it']",0
"['make\na', 'valuable', 'addition', 'to', 'our', 'biographical', 'literature.', 'Therefore,', 'I\nhave', 'carefully', 'collated', 'the', 'materials', 'for', 'such', 'a', 'work,', 'from', 'authentic\nsources,', 'and', 'here', 'present', 'them', 'to', 'the']",3
"['of', 'time,', 'as\nthe', 'sun', 'set', 'in', 'the', 'Tigris.”', 'As', 'she', 'spake', 'these', 'words', 'she', 'grasped', 'the\nhand', 'of', 'Elfonzo,', 'saying', 'at', 'the', 'same', 'time--“Peace', 'and', 'prosperity\nattend']",3
